Continentenkleurcode,Continentenkleurcode.1,Continentenkleurcode.2,Continentenkleurcode.3,Continentenkleurcode.4,Continentenkleurcode.5,Continentenkleurcode.6
Afrika,Azië,Europa,Noord-Amerika,Oceanië,Zuid-Amerika,Antarctica
