V · D · MSeven Summits,V · D · MSeven Summits.1
Asia: Everest • Sud America: Aconcagua • Nord America: Monte McKinley • Africa: Kilimangiaro • Europa: Monte Bianco / Elbrus • Antartide: Monte Vinson • Oceania: Puncak Jaya / Kosciuszko,Asia: Everest • Sud America: Aconcagua • Nord America: Monte McKinley • Africa: Kilimangiaro • Europa: Monte Bianco / Elbrus • Antartide: Monte Vinson • Oceania: Puncak Jaya / Kosciuszko
